County,SiteName,Grade,"# Documentation Required
(Adjusted Enrollment)","# Vaccinated:
DTaP","% Vaccinated:
DTaP","# Vaccinated:
Polio","% Vaccinated:
Polio","# Vaccinated:
Varicella","% Vaccinated:
Varicella","# Vaccinated:
MMR","% Vaccinated:
MMR","# Vaccinated:
HepB","% Vaccinated:
HepB","# Vaccinated:
HepA","% Vaccinated:
HepA","# Vaccinated:
Hib","% Vaccinated:
Hib","# with all
vaccines required","% with all
vaccines required","# Nonmedical Exemptions
Any Vaccines","% Nonmedical Exemptions
Any Vaccines","# Exemption:
DTaP","% Exemption:
DTaP","# Exemption:
Polio","% Exemption:
Polio","# Exemption:
Varicella","% Exemption:
Varicella","# Exemption:
MMR","% Exemption:
MMR","# Exemption:
HepB","% Exemption:
HepB","# Exemption:
HepA","% Exemption:
HepA","# Exemption:
Hib","% Exemption:
Hib","# Nonmedical Exemptions
All Vaccines","% Nonmedical Exemptions
All Vaccines",# No Record,% No Record,"# w/ Medical
Exemption(s)","% w/ Medical
Exemption(s)",# Not Counted,"# Children
<18 Months"
Multnomah,ELY'S PRESCHOOL AND CHILD CARE,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,ESCUELA VIVA,PRESCHOOL / CHILD CARE / HEAD START,61,58,95%,59,97%,59,97%,59,97%,57,93%,58,95%,58,95%,56,92%,5,8%,3,5%,2,3%,2,3%,2,3%,4,7%,3,5%,3,5%,2,3%,0,0%,0,0%,0,8
Multnomah,FAMILY CARES DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,Faubion ES,PRESCHOOL / CHILD CARE / HEAD START,87,86,99%,86,99%,85,98%,85,98%,85,98%,85,98%,86,99%,84,97%,2,2%,0,0%,1,1%,2,2%,2,2%,2,2%,2,2%,1,1%,0,0%,0,0%,0,0%,0,0
Multnomah,FEE'S TEENY TOT DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,FIRST IMPRESSIONS PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,20,19,95%,18,90%,19,95%,19,95%,18,90%,18,90%,19,95%,17,85%,2,10%,1,5%,2,10%,1,5%,1,5%,2,10%,2,10%,1,5%,1,5%,0,0%,1,5%,0,0
Multnomah,FLOURICHE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,FOX AND BEAR CHILD CARE AND PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,10,91%,11,100%,10,91%,11,100%,11,100%,10,91%,1,9%,0,0%,0,0%,1,9%,0,0%,1,9%,0,0%,0,0%,0,0%,0,0%,0,0%,0,1
Multnomah,FRANCISCAN MONTESSORI EARTH SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,37,33,89%,32,86%,33,89%,33,89%,31,84%,33,89%,33,89%,31,84%,6,16%,4,11%,5,14%,4,11%,4,11%,6,16%,4,11%,4,11%,3,8%,0,0%,0,0%,0,0
Multnomah,FRENCH AMERICAN INT'L SCH,PRESCHOOL / CHILD CARE / HEAD START,80,75,94%,74,93%,73,91%,74,93%,71,89%,71,89%,77,96%,69,86%,10,13%,5,6%,6,8%,7,9%,6,8%,9,11%,9,11%,3,4%,3,4%,0,0%,0,0%,0,0
Multnomah,FRESH START PRESCHOOL ENRICHMENT PROGRAM,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,FRIENDLY HOUSE PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,36,35,97%,35,97%,34,94%,35,97%,35,97%,34,94%,35,97%,33,92%,3,8%,1,3%,1,3%,2,6%,1,3%,1,3%,2,6%,1,3%,1,3%,0,0%,0,0%,0,0
Multnomah,FRIENDSHIP DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,14,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,10,0
Multnomah,FROG SONG MONTESSORI PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,17,16,94%,15,88%,15,88%,15,88%,15,88%,15,88%,16,94%,15,88%,2,12%,1,6%,2,12%,2,12%,2,12%,2,12%,2,12%,1,6%,1,6%,0,0%,0,0%,0,0
Multnomah,FRUIT AND FLOWER CHILDCARE CENTER,PRESCHOOL / CHILD CARE / HEAD START,106,102,96%,98,92%,98,92%,100,94%,96,91%,97,92%,103,97%,96,91%,9,8%,3,3%,7,7%,8,8%,6,6%,9,8%,9,8%,2,2%,2,2%,0,0%,0,0%,0,25
Multnomah,GABRIEL PARK PRESCHOOL CO-OP,PRESCHOOL / CHILD CARE / HEAD START,32,32,100%,32,100%,31,97%,31,97%,31,97%,31,97%,32,100%,30,94%,2,6%,0,0%,0,0%,1,3%,0,0%,1,3%,1,3%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,GARDEN HOME MONTESSORI SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,GEORGY'S PLAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,GINGER'S JOYFUL DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,2
Multnomah,GIVING TREE PRESCHOOL LLC,PRESCHOOL / CHILD CARE / HEAD START,22,22,100%,21,95%,21,95%,22,100%,21,95%,22,100%,22,100%,21,95%,1,5%,0,0%,1,5%,1,5%,0,0%,1,5%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,GLOBAL FRIEND'S LANGUAGE SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,14,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,4
Multnomah,GOLDEN MONTESSORI SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,GRANDMA'S PLACE - CLARK FAMILY CENTER,PRESCHOOL / CHILD CARE / HEAD START,80,79,99%,80,100%,80,100%,80,100%,79,99%,80,100%,80,100%,78,98%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,37
Multnomah,GRANDMA'S PLACE - ROSE QUARTER,PRESCHOOL / CHILD CARE / HEAD START,36,33,92%,34,94%,33,92%,33,92%,34,94%,33,92%,33,92%,33,92%,3,8%,3,8%,2,6%,3,8%,3,8%,2,6%,3,8%,3,8%,2,6%,0,0%,0,0%,0,12
Multnomah,GREATER PORTLAND CHRISTIAN ACADEMY,PRESCHOOL / CHILD CARE / HEAD START,11,6,55%,6,55%,6,55%,6,55%,6,55%,6,55%,6,55%,6,55%,5,45%,5,45%,5,45%,5,45%,5,45%,5,45%,5,45%,5,45%,5,45%,0,0%,0,0%,0,0
Multnomah,GRESHAM CITY LEARNING CENTER INC.,PRESCHOOL / CHILD CARE / HEAD START,27,27,100%,27,100%,27,100%,27,100%,27,100%,27,100%,27,100%,27,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,4
Multnomah,GRESHAM HEIGHTS LEARNING CENTER,PRESCHOOL / CHILD CARE / HEAD START,69,63,91%,64,93%,68,99%,68,99%,64,93%,66,96%,66,96%,63,91%,2,3%,1,1%,1,1%,1,1%,1,1%,2,3%,2,3%,1,1%,1,1%,0,0%,0,0%,37,16
Multnomah,GRESHAM HS CHILD DEVELOPMENT CENTER,PRESCHOOL / CHILD CARE / HEAD START,30,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,7
Multnomah,GROWING GREAT LEARNERS,PRESCHOOL / CHILD CARE / HEAD START,55,55,100%,55,100%,55,100%,55,100%,55,100%,55,100%,55,100%,55,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,4,0
Multnomah,GROWING GREEN PANDA CHILD CARE & ENRICHMENT,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,GROWING SEEDS CRYSTAL SPRINGS,PRESCHOOL / CHILD CARE / HEAD START,51,51,100%,49,96%,50,98%,51,100%,49,96%,51,100%,51,100%,48,94%,2,4%,0,0%,2,4%,1,2%,0,0%,2,4%,0,0%,0,0%,0,0%,0,0%,0,0%,0,12
Multnomah,GROWING SEEDS IN IRVINGTON,PRESCHOOL / CHILD CARE / HEAD START,69,68,99%,68,99%,68,99%,69,100%,68,99%,68,99%,68,99%,68,99%,1,1%,1,1%,1,1%,1,1%,0,0%,1,1%,1,1%,1,1%,0,0%,0,0%,0,0%,0,13
Multnomah,"GROWING SEEDS NORTH, INC.",PRESCHOOL / CHILD CARE / HEAD START,143,142,99%,140,98%,142,99%,143,100%,140,98%,143,100%,143,100%,140,98%,3,2%,1,1%,3,2%,1,1%,0,0%,3,2%,0,0%,0,0%,0,0%,0,0%,0,0%,2,25
Multnomah,GSR COMMUNITY SUPPORT,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,HANCOCK STREET PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,34,32,94%,32,94%,32,94%,34,100%,29,85%,32,94%,33,97%,28,82%,5,15%,0,0%,1,3%,2,6%,0,0%,5,15%,2,6%,1,3%,0,0%,0,0%,0,0%,0,0
Multnomah,HANDS ON ART AND PLAY PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,45,45,100%,45,100%,43,96%,45,100%,42,93%,44,98%,45,100%,42,93%,3,7%,0,0%,0,0%,2,4%,0,0%,3,7%,1,2%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,HAPPY ANGELS DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,HAPPY BEAR DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,HAPPY DAY CHRISTIAN CHILDCARE,PRESCHOOL / CHILD CARE / HEAD START,41,40,98%,40,98%,40,98%,40,98%,40,98%,40,98%,40,98%,40,98%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,0,0%,0,0%,2,0
Multnomah,HAPPY DAYS PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,18,15,83%,14,78%,14,78%,14,78%,14,78%,15,83%,14,78%,14,78%,4,22%,3,17%,4,22%,4,22%,4,22%,4,22%,3,17%,4,22%,3,17%,0,0%,0,0%,0,0
Multnomah,HAPPY FACES DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,HAPPY GO LUCKY,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,4
Multnomah,HAPPY VALLEY CHILDRENS GARDEN,PRESCHOOL / CHILD CARE / HEAD START,52,50,96%,52,100%,51,98%,51,98%,52,100%,51,98%,51,98%,50,96%,1,2%,1,2%,0,0%,1,2%,1,2%,0,0%,1,2%,1,2%,0,0%,0,0%,0,0%,22,27
Multnomah,HAPPY VALLEY CHILDREN'S GARDEN,PRESCHOOL / CHILD CARE / HEAD START,54,47,87%,51,94%,50,93%,50,93%,50,93%,48,89%,51,94%,46,85%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,4
Multnomah,HARMONY MONTESSORI SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,84,79,94%,75,89%,74,88%,78,93%,70,83%,73,87%,76,90%,64,76%,15,18%,5,6%,9,11%,10,12%,6,7%,14,17%,11,13%,8,10%,2,2%,0,0%,0,0%,0,0
Multnomah,HAWTHORN CIRCLE DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,HAWTHORNE FAMILY PLAYSCHOOL,PRESCHOOL / CHILD CARE / HEAD START,24,19,79%,17,71%,15,63%,23,96%,15,63%,18,75%,20,83%,14,58%,10,42%,5,21%,7,29%,9,38%,1,4%,9,38%,6,25%,4,17%,1,4%,0,0%,0,0%,0,0
Multnomah,HEAD START- ALBINA EARLY HEAD START - AVEL GORDLY,PRESCHOOL / CHILD CARE / HEAD START,284,273,96%,277,98%,277,98%,278,98%,276,97%,276,97%,277,98%,266,94%,7,2%,4,1%,5,2%,7,2%,6,2%,7,2%,6,2%,4,1%,4,1%,0,0%,0,0%,0,120
Multnomah,HEAD START- ALBINA HEAD START - BENJAMIN M PRIESTL,PRESCHOOL / CHILD CARE / HEAD START,640,620,97%,620,97%,625,98%,627,98%,622,97%,625,98%,627,98%,617,96%,18,3%,15,2%,17,3%,14,2%,12,2%,16,3%,14,2%,12,2%,11,2%,1,0%,0,0%,0,0
Multnomah,HEAD START- MT HOOD COMMUNITY COLLEGE HEADSTART,PRESCHOOL / CHILD CARE / HEAD START,"1,156","1,106",96%,"1,132",98%,"1,136",98%,"1,136",98%,"1,129",98%,"1,136",98%,"1,135",98%,"1,101",95%,23,2%,19,2%,19,2%,20,2%,20,2%,20,2%,20,2%,18,2%,15,1%,0,0%,0,0%,83,48
Multnomah,HEAD START- NEIGHBORHOOD HOUSE OPK & EOPK,PRESCHOOL / CHILD CARE / HEAD START,131,129,98%,131,100%,127,97%,130,99%,129,98%,126,96%,127,97%,116,89%,10,8%,5,4%,3,2%,7,5%,4,3%,5,4%,8,6%,8,6%,2,2%,0,0%,0,0%,34,3
Multnomah,HEAD START- OREGON CHILD DEVELOPMENT COALITION,PRESCHOOL / CHILD CARE / HEAD START,114,113,99%,113,99%,114,100%,114,100%,114,100%,114,100%,114,100%,113,99%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,6
Multnomah,HEAD START- SILETZ TRIBAL HEADSTART,PRESCHOOL / CHILD CARE / HEAD START,17,15,88%,15,88%,15,88%,15,88%,15,88%,15,88%,15,88%,15,88%,2,12%,2,12%,2,12%,2,12%,2,12%,2,12%,2,12%,2,12%,2,12%,0,0%,0,0%,0,0
Multnomah,HEART IN HAND PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,20,17,85%,17,85%,17,85%,17,85%,17,85%,17,85%,17,85%,17,85%,3,15%,3,15%,3,15%,3,15%,3,15%,3,15%,3,15%,3,15%,3,15%,0,0%,0,0%,0,0
Multnomah,HEARTWOOD PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,21,21,100%,21,100%,20,95%,20,95%,20,95%,20,95%,21,100%,20,95%,1,5%,0,0%,0,0%,1,5%,1,5%,1,5%,1,5%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,HELEN GORDON CHILD DEVELOP CENTER @PSU,PRESCHOOL / CHILD CARE / HEAD START,179,162,91%,159,89%,160,89%,166,93%,153,85%,157,88%,164,92%,151,84%,28,16%,16,9%,19,11%,19,11%,13,7%,26,15%,22,12%,15,8%,5,3%,0,0%,0,0%,0,13
Multnomah,Helensview Child Development Center,PRESCHOOL / CHILD CARE / HEAD START,21,18,86%,20,95%,20,95%,20,95%,21,100%,20,95%,20,95%,18,86%,1,5%,1,5%,0,0%,1,5%,1,5%,0,0%,1,5%,1,5%,0,0%,0,0%,0,0%,0,0
Multnomah,HELPING HANDS FAMILY DAYCARE & PRESCHOOL INC,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,HILLSIDE COMMUNITY CENTER,PRESCHOOL / CHILD CARE / HEAD START,30,29,97%,29,97%,28,93%,29,97%,29,97%,28,93%,29,97%,28,93%,2,7%,1,3%,1,3%,2,7%,1,3%,1,3%,2,7%,1,3%,1,3%,0,0%,0,0%,0,0
Multnomah,HILLTOP PRESCHOOL & KINDERGARTEN,PRESCHOOL / CHILD CARE / HEAD START,75,73,97%,70,93%,70,93%,72,96%,68,91%,69,92%,73,97%,59,79%,7,9%,2,3%,5,7%,5,7%,3,4%,7,9%,6,8%,2,3%,2,3%,0,0%,0,0%,0,0
Multnomah,HOLLY FARM PLAYSCHOOL LLC,PRESCHOOL / CHILD CARE / HEAD START,11,10,91%,10,91%,10,91%,10,91%,10,91%,10,91%,10,91%,10,91%,1,9%,1,9%,1,9%,1,9%,1,9%,1,9%,1,9%,1,9%,1,9%,0,0%,0,0%,0,2
Multnomah,HOLY CROSS CATHOLIC SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,19,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,HOLY FAMILY CATHOLIC SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,26,26,100%,26,100%,26,100%,26,100%,24,92%,26,100%,26,100%,24,92%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,HOLY REDEEMER SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,55,55,100%,55,100%,55,100%,55,100%,54,98%,55,100%,55,100%,54,98%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,HOMEGROWN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,"HOMESTEAD SCHOOLHOUSE, LLC, THE",PRESCHOOL / CHILD CARE / HEAD START,73,68,93%,66,90%,70,96%,71,97%,64,88%,68,93%,70,96%,63,86%,10,14%,5,7%,7,10%,3,4%,2,3%,9,12%,5,7%,3,4%,0,0%,0,0%,0,0%,0,0
Multnomah,HUMMINGBIRD SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,34,34,100%,34,100%,34,100%,34,100%,34,100%,34,100%,34,100%,34,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,IMAGINATION STATION DAYCARE CENTER,PRESCHOOL / CHILD CARE / HEAD START,26,26,100%,25,96%,26,100%,26,100%,25,96%,25,96%,26,100%,25,96%,1,4%,0,0%,1,4%,0,0%,0,0%,1,4%,1,4%,0,0%,0,0%,0,0%,0,0%,2,11
Multnomah,IMMANUEL LUTHERAN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,17,16,94%,16,94%,16,94%,16,94%,16,94%,16,94%,16,94%,16,94%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,0,0%,0,0%,0,0
Multnomah,"IN A CHILD'S PATH, THE BIG HOUSE",PRESCHOOL / CHILD CARE / HEAD START,18,17,94%,17,94%,17,94%,18,100%,16,89%,17,94%,17,94%,16,89%,2,11%,1,6%,1,6%,1,6%,0,0%,2,11%,1,6%,1,6%,0,0%,0,0%,0,0%,0,0
Multnomah,"IN A CHILD'S PATH,THE  LITTLE HOUSE",PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,IN A CHILD'S PATH:  33rd,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,4
Multnomah,IN KIM'S CARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,"INTERNATIONAL SCHOOL, THE",PRESCHOOL / CHILD CARE / HEAD START,96,94,98%,94,98%,94,98%,94,98%,94,98%,93,97%,94,98%,93,97%,3,3%,2,2%,2,2%,2,2%,2,2%,2,2%,2,2%,3,3%,2,2%,0,0%,0,0%,2,0
Multnomah,IRVINGTON EXTENDED DAY PROGRAM,PRESCHOOL / CHILD CARE / HEAD START,37,37,100%,37,100%,37,100%,37,100%,37,100%,37,100%,37,100%,37,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,IRVINGTON PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,27,25,93%,24,89%,25,93%,25,93%,24,89%,25,93%,24,89%,24,89%,3,11%,3,11%,3,11%,2,7%,2,7%,3,11%,2,7%,3,11%,2,7%,0,0%,0,0%,0,0
Multnomah,ITTY BITTY'S CHILD CARE,PRESCHOOL / CHILD CARE / HEAD START,15,12,80%,12,80%,12,80%,12,80%,12,80%,12,80%,12,80%,12,80%,3,20%,3,20%,3,20%,3,20%,3,20%,3,20%,3,20%,3,20%,3,20%,0,0%,0,0%,0,0
Multnomah,JACKSON FAMILY CHILD CARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,JOYFUL NOISE - CITY KIDS CHILD DEVELOPMENT CENTER,PRESCHOOL / CHILD CARE / HEAD START,72,70,97%,70,97%,70,97%,70,97%,70,97%,70,97%,70,97%,70,97%,2,3%,1,1%,1,1%,2,3%,2,3%,2,3%,2,3%,2,3%,1,1%,0,0%,0,0%,0,8
Multnomah,JOYFUL NOISE - EAST,PRESCHOOL / CHILD CARE / HEAD START,66,66,100%,66,100%,66,100%,66,100%,66,100%,66,100%,66,100%,66,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,14
Multnomah,JOYFUL NOISE - METROKIDS CHILD DEVELOPMENT CENTER,PRESCHOOL / CHILD CARE / HEAD START,61,60,98%,60,98%,60,98%,61,100%,59,97%,60,98%,60,98%,59,97%,2,3%,1,2%,1,2%,1,2%,0,0%,2,3%,1,2%,1,2%,0,0%,0,0%,0,0%,0,10
Multnomah,JOYFUL NOISE CHILD DEVELOPMENT CENTER,PRESCHOOL / CHILD CARE / HEAD START,73,72,99%,70,96%,71,97%,73,100%,70,96%,70,96%,71,97%,70,96%,3,4%,1,1%,3,4%,2,3%,0,0%,3,4%,3,4%,2,3%,0,0%,0,0%,0,0%,0,17
Multnomah,JUMP FOR JOY CHRISTIAN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,54,53,98%,51,94%,52,96%,54,100%,50,93%,52,96%,50,93%,49,91%,5,9%,1,2%,3,6%,2,4%,0,0%,4,7%,2,4%,4,7%,0,0%,0,0%,0,0%,0,13
Multnomah,JUST LITTLE PEOPLE CHILDCARE,PRESCHOOL / CHILD CARE / HEAD START,22,22,100%,21,95%,21,95%,22,100%,21,95%,21,95%,21,95%,21,95%,1,5%,0,0%,1,5%,1,5%,0,0%,1,5%,1,5%,1,5%,0,0%,0,0%,0,0%,0,0
Multnomah,KAIEL MONTESSORI,PRESCHOOL / CHILD CARE / HEAD START,15,14,93%,14,93%,14,93%,14,93%,14,93%,14,93%,14,93%,14,93%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,0,0%,0,0%,0,0
Multnomah,KEEN KIDS CARE CENTER,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,KENILWORTH COMMUNITY PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,22,19,86%,20,91%,20,91%,20,91%,18,82%,19,86%,20,91%,17,77%,5,23%,3,14%,2,9%,2,9%,2,9%,4,18%,3,14%,2,9%,2,9%,0,0%,0,0%,0,0
Multnomah,KIDS CORNER CHILD CARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,KIDS INCORPORATED,PRESCHOOL / CHILD CARE / HEAD START,33,30,91%,30,91%,30,91%,30,91%,30,91%,30,91%,30,91%,30,91%,3,9%,3,9%,3,9%,3,9%,3,9%,3,9%,3,9%,3,9%,3,9%,0,0%,0,0%,0,9
Multnomah,KINDERCARE FIRST GEAR ACADEMY,PRESCHOOL / CHILD CARE / HEAD START,81,80,99%,80,99%,80,99%,81,100%,78,96%,80,99%,80,99%,75,93%,6,7%,1,1%,1,1%,1,1%,0,0%,3,4%,1,1%,1,1%,0,0%,0,0%,0,0%,0,25
Multnomah,KINDERCARE HEALTHY STARTS CHILDREN'S CENTER @ OHSU,PRESCHOOL / CHILD CARE / HEAD START,100,98,98%,100,100%,99,99%,99,99%,99,99%,99,99%,100,100%,98,98%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,1%,0,30
Multnomah,KINDERCARE LC #0902,PRESCHOOL / CHILD CARE / HEAD START,46,37,80%,45,98%,44,96%,44,96%,45,98%,44,96%,42,91%,35,76%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,0,0%,0,0%,0,6
